order_id,customer_id,product_id,order_date,quantity,payment_mode,product_name,category,price,cost_price,customer_name,gender,age,city,state,Sales,Profit
O00883,C471,P179,2025-12-18,3,Cash,Sports Item 179,Sports,51819,37931,SCustomer471,Female,50,Kochi,Kerala,155457,41664
O00884,C139,P002,2025-07-20,1,UPI,Sports Item 2,Sports,72970,49436,SCustomer139,Female,53,Chennai,Tamil Nadu,72970,23534
O00885,C377,P119,2025-09-03,1,Cash,Books Item 119,Books,58316,47107,ACustomer377,Male,36,Mumbai,Maharashtra,58316,11209
O00886,C148,P085,2025-10-19,2,UPI,Furniture Item 85,Furniture,14235,10390,ACustomer148,Male,28,Hyderabad,Telangana,28470,7690
O00887,C421,P171,2025-12-17,4,Credit Card,Electronics Item 171,Electronics,37937,25860,ACustomer421,Male,53,Hyderabad,Telangana,151748,48308
O00888,C192,P055,2025-08-08,5,Net Banking,Sports Item 55,Sports,15112,12520,ACustomer192,Male,44,Kochi,Kerala,75560,12960
O00889,C262,P171,2026-01-01,3,Cash,Electronics Item 171,Electronics,37937,25860,SCustomer262,Female,30,Hyderabad,Telangana,113811,36231
O00890,C338,P128,2025-02-05,5,UPI,Home Appliance Item 128,Home Appliance,11158,8369,SCustomer338,Female,32,Mumbai,Maharashtra,55790,13945
O00891,C141,P024,2026-03-01,1,Cash,Home Appliance Item 24,Home Appliance,21047,15561,ACustomer141,Male,31,Mumbai,Maharashtra,21047,5486
O00892,C310,P024,2025-04-17,2,Cash,Home Appliance Item 24,Home Appliance,21047,15561,SCustomer310,Female,22,Bengaluru,Karnataka,42094,10972
O00893,C324,P145,2025-05-01,5,Debit Card,Home Appliance Item 145,Home Appliance,43573,32922,ACustomer324,Male,23,Bengaluru,Karnataka,217865,53255
O00894,C249,P189,2025-12-25,5,Net Banking,Books Item 189,Books,44716,38314,ACustomer249,Male,47,Bengaluru,Karnataka,223580,32010
O00895,C176,P102,2025-07-24,5,Debit Card,Electronics Item 102,Electronics,62810,47762,SCustomer176,Female,43,Bengaluru,Karnataka,314050,75240
O00896,C092,P031,2026-02-05,2,Debit Card,Electronics Item 31,Electronics,18306,12965,ACustomer92,Male,57,Mumbai,Maharashtra,36612,10682
O00897,C095,P006,2025-02-19,5,Credit Card,Home Appliance Item 6,Home Appliance,26781,22887,SCustomer95,Female,46,Mumbai,Maharashtra,133905,19470
O00898,C465,P097,2025-05-20,3,Credit Card,Furniture Item 97,Furniture,26870,20481,SCustomer465,Female,58,Hyderabad,Telangana,80610,19167
O00899,C363,P114,2025-11-10,1,Net Banking,Sports Item 114,Sports,36686,28813,SCustomer363,Female,53,Chennai,Tamil Nadu,36686,7873
O00900,C404,P135,2026-01-17,4,Debit Card,Fashion Item 135,Fashion,11555,8643,ACustomer404,Male,53,Chennai,Tamil Nadu,46220,11648
O00901,C253,P042,2025-11-22,4,UPI,Furniture Item 42,Furniture,34725,27859,ACustomer253,Male,28,Kochi,Kerala,138900,27464
O00902,C410,P152,2026-02-11,4,Net Banking,Furniture Item 152,Furniture,64036,47845,ACustomer410,Male,23,Bengaluru,Karnataka,256144,64764
O00903,C285,P087,2025-12-08,5,Cash,Books Item 87,Books,29381,20682,ACustomer285,Male,49,Kochi,Kerala,146905,43495
O00904,C384,P168,2025-04-30,2,Credit Card,Sports Item 168,Sports,37694,25671,SCustomer384,Female,27,Chennai,Tamil Nadu,75388,24046
O00905,C210,P093,2025-12-22,1,UPI,Fashion Item 93,Fashion,5979,4487,ACustomer210,Male,22,Hyderabad,Telangana,5979,1492
O00906,C209,P047,2025-08-19,5,Net Banking,Sports Item 47,Sports,25617,20357,ACustomer209,Male,23,Hyderabad,Telangana,128085,26300
O00907,C400,P045,2025-11-22,3,Credit Card,Furniture Item 45,Furniture,46833,38645,ACustomer400,Male,52,Chennai,Tamil Nadu,140499,24564
O00908,C290,P076,2025-09-11,1,Credit Card,Furniture Item 76,Furniture,23252,16280,SCustomer290,Female,37,Mumbai,Maharashtra,23252,6972
O00909,C153,P191,2025-11-19,5,Debit Card,Electronics Item 191,Electronics,54647,44049,SCustomer153,Female,56,Kochi,Kerala,273235,52990
O00910,C095,P045,2025-11-15,4,Cash,Furniture Item 45,Furniture,46833,38645,SCustomer95,Female,46,Mumbai,Maharashtra,187332,32752
O00911,C486,P189,2026-02-07,2,Debit Card,Books Item 189,Books,44716,38314,SCustomer486,Female,32,Mumbai,Maharashtra,89432,12804
O00912,C379,P058,2025-05-08,3,UPI,Fashion Item 58,Fashion,26718,21504,ACustomer379,Male,48,Mumbai,Maharashtra,80154,15642
O00913,C285,P050,2026-02-15,2,Debit Card,Sports Item 50,Sports,48177,35666,ACustomer285,Male,49,Kochi,Kerala,96354,25022
O00914,C471,P042,2026-01-20,3,Cash,Furniture Item 42,Furniture,34725,27859,SCustomer471,Female,50,Kochi,Kerala,104175,20598
O00915,C499,P116,2025-09-28,5,Net Banking,Sports Item 116,Sports,65035,47042,SCustomer499,Female,43,Bengaluru,Karnataka,325175,89965
O00916,C194,P167,2025-07-02,3,Cash,Books Item 167,Books,34258,24540,SCustomer194,Female,52,Hyderabad,Telangana,102774,29154
O00917,C282,P037,2025-10-13,2,Cash,Sports Item 37,Sports,29929,21741,ACustomer282,Male,41,Bengaluru,Karnataka,59858,16376
O00918,C056,P027,2025-12-01,4,Debit Card,Electronics Item 27,Electronics,14401,11409,SCustomer56,Female,36,Mumbai,Maharashtra,57604,11968
O00919,C124,P125,2025-11-22,3,UPI,Books Item 125,Books,9143,7196,SCustomer124,Female,55,Mumbai,Maharashtra,27429,5841
O00920,C183,P187,2025-11-22,1,UPI,Fashion Item 187,Fashion,27649,18759,ACustomer183,Male,58,Mumbai,Maharashtra,27649,8890
O00921,C312,P125,2025-07-03,1,UPI,Books Item 125,Books,9143,7196,SCustomer312,Female,28,Bengaluru,Karnataka,9143,1947
O00922,C138,P151,2025-11-11,5,Net Banking,Furniture Item 151,Furniture,2893,2332,SCustomer138,Female,48,Kochi,Kerala,14465,2805
O00923,C373,P019,2026-05-08,4,Net Banking,Furniture Item 19,Furniture,56093,44571,ACustomer373,Male,50,Bengaluru,Karnataka,224372,46088
O00924,C192,P078,2025-12-24,4,UPI,Books Item 78,Books,59889,41644,ACustomer192,Male,44,Kochi,Kerala,239556,72980
O00925,C134,P039,2025-10-24,5,Cash,Sports Item 39,Sports,42823,29643,ACustomer134,Male,34,Chennai,Tamil Nadu,214115,65900
O00926,C442,P170,2025-03-03,2,Cash,Home Appliance Item 170,Home Appliance,23187,18347,ACustomer442,Male,31,Bengaluru,Karnataka,46374,9680
O00927,C183,P156,2025-02-10,2,UPI,Books Item 156,Books,4858,3837,ACustomer183,Male,58,Mumbai,Maharashtra,9716,2042
O00928,C013,P038,2025-06-14,1,UPI,Books Item 38,Books,16684,13023,ACustomer13,Male,54,Bengaluru,Karnataka,16684,3661
O00929,C408,P035,2025-09-12,3,Cash,Books Item 35,Books,56133,45192,SCustomer408,Female,21,Hyderabad,Telangana,168399,32823
O00930,C387,P005,2025-11-22,2,Debit Card,Fashion Item 5,Fashion,30939,22622,SCustomer387,Female,59,Mumbai,Maharashtra,61878,16634
O00931,C232,P119,2025-06-28,4,Credit Card,Books Item 119,Books,58316,47107,SCustomer232,Female,38,Bengaluru,Karnataka,233264,44836
O00932,C356,P028,2026-06-11,3,UPI,Sports Item 28,Sports,29717,22263,SCustomer356,Female,23,Chennai,Tamil Nadu,89151,22362
O00933,C450,P071,2025-08-27,1,Debit Card,Books Item 71,Books,19165,13468,SCustomer450,Female,26,Mumbai,Maharashtra,19165,5697
O00934,C198,P026,2026-06-25,1,Cash,Furniture Item 26,Furniture,19516,13854,ACustomer198,Male,30,Mumbai,Maharashtra,19516,5662
O00935,C105,P136,2026-05-24,1,Credit Card,Furniture Item 136,Furniture,31639,25753,ACustomer105,Male,52,Bengaluru,Karnataka,31639,5886
O00936,C406,P142,2025-12-12,1,Credit Card,Home Appliance Item 142,Home Appliance,44772,30387,ACustomer406,Male,45,Chennai,Tamil Nadu,44772,14385
O00937,C314,P047,2026-05-25,3,UPI,Sports Item 47,Sports,25617,20357,SCustomer314,Female,57,Hyderabad,Telangana,76851,15780
O00938,C196,P070,2025-11-15,5,Cash,Furniture Item 70,Furniture,11582,8537,SCustomer196,Female,27,Hyderabad,Telangana,57910,15225
O00939,C469,P003,2025-02-17,3,UPI,Electronics Item 3,Electronics,65827,47071,ACustomer469,Male,25,Bengaluru,Karnataka,197481,56268
O00940,C323,P047,2025-09-10,4,Cash,Sports Item 47,Sports,25617,20357,ACustomer323,Male,58,Chennai,Tamil Nadu,102468,21040
O00941,C219,P175,2026-06-16,4,Cash,Furniture Item 175,Furniture,8922,5991,ACustomer219,Male,48,Chennai,Tamil Nadu,35688,11724
O00942,C290,P073,2026-01-24,3,Debit Card,Furniture Item 73,Furniture,10911,7615,SCustomer290,Female,37,Mumbai,Maharashtra,32733,9888
O00943,C299,P028,2025-02-22,1,Net Banking,Sports Item 28,Sports,29717,22263,ACustomer299,Male,55,Mumbai,Maharashtra,29717,7454
O00944,C361,P090,2026-04-21,5,Cash,Furniture Item 90,Furniture,55032,47436,ACustomer361,Male,54,Mumbai,Maharashtra,275160,37980
O00945,C045,P181,2025-09-25,3,Cash,Electronics Item 181,Electronics,35750,26728,SCustomer45,Female,41,Hyderabad,Telangana,107250,27066
O00946,C134,P011,2026-06-24,4,Cash,Electronics Item 11,Electronics,20870,16937,ACustomer134,Male,34,Chennai,Tamil Nadu,83480,15732
O00947,C143,P177,2025-06-11,5,Net Banking,Electronics Item 177,Electronics,35886,29355,ACustomer143,Male,49,Bengaluru,Karnataka,179430,32655
O00948,C386,P111,2026-04-08,4,Cash,Furniture Item 111,Furniture,4094,2875,ACustomer386,Male,32,Bengaluru,Karnataka,16376,4876
O00949,C209,P181,2025-02-27,1,Net Banking,Electronics Item 181,Electronics,35750,26728,ACustomer209,Male,23,Hyderabad,Telangana,35750,9022
O00950,C355,P171,2025-08-08,1,UPI,Electronics Item 171,Electronics,37937,25860,ACustomer355,Male,49,Hyderabad,Telangana,37937,12077
O00951,C211,P135,2025-12-29,4,Debit Card,Fashion Item 135,Fashion,11555,8643,ACustomer211,Male,50,Mumbai,Maharashtra,46220,11648
O00952,C219,P134,2025-01-26,2,Net Banking,Sports Item 134,Sports,67125,47000,ACustomer219,Male,48,Chennai,Tamil Nadu,134250,40250
O00953,C181,P007,2025-07-27,3,Net Banking,Sports Item 7,Sports,8586,5966,ACustomer181,Male,54,Kochi,Kerala,25758,7860
O00954,C074,P194,2026-05-16,4,Net Banking,Electronics Item 194,Electronics,45472,33290,ACustomer74,Male,34,Mumbai,Maharashtra,181888,48728
O00955,C492,P028,2025-04-11,1,Debit Card,Sports Item 28,Sports,29717,22263,SCustomer492,Female,41,Bengaluru,Karnataka,29717,7454
O00956,C477,P154,2026-02-18,2,UPI,Fashion Item 154,Fashion,46386,31245,ACustomer477,Male,33,Kochi,Kerala,92772,30282
O00957,C171,P090,2026-04-17,5,UPI,Furniture Item 90,Furniture,55032,47436,ACustomer171,Male,21,Hyderabad,Telangana,275160,37980
O00958,C371,P180,2026-06-09,5,Debit Card,Sports Item 180,Sports,57491,39364,SCustomer371,Female,24,Chennai,Tamil Nadu,287455,90635
O00959,C400,P126,2025-05-25,3,Cash,Fashion Item 126,Fashion,51181,34936,ACustomer400,Male,52,Chennai,Tamil Nadu,153543,48735
O00960,C116,P037,2025-02-23,3,UPI,Sports Item 37,Sports,29929,21741,SCustomer116,Female,49,Mumbai,Maharashtra,89787,24564
O00961,C111,P064,2025-08-11,1,Debit Card,Electronics Item 64,Electronics,31448,21707,ACustomer111,Male,45,Hyderabad,Telangana,31448,9741
O00962,C274,P183,2025-09-19,1,Cash,Electronics Item 183,Electronics,27007,22387,ACustomer274,Male,39,Chennai,Tamil Nadu,27007,4620
O00963,C425,P174,2025-02-02,4,Credit Card,Home Appliance Item 174,Home Appliance,72954,49847,SCustomer425,Female,39,Bengaluru,Karnataka,291816,92428
O00964,C470,P065,2025-12-11,3,UPI,Electronics Item 65,Electronics,63297,42724,SCustomer470,Female,52,Mumbai,Maharashtra,189891,61719
O00965,C470,P075,2025-07-23,3,UPI,Fashion Item 75,Fashion,55059,38986,SCustomer470,Female,52,Mumbai,Maharashtra,165177,48219
O00966,C320,P170,2025-12-10,2,Net Banking,Home Appliance Item 170,Home Appliance,23187,18347,SCustomer320,Female,30,Mumbai,Maharashtra,46374,9680
O00967,C160,P136,2025-12-17,5,Net Banking,Furniture Item 136,Furniture,31639,25753,SCustomer160,Female,31,Bengaluru,Karnataka,158195,29430
O00968,C450,P031,2025-10-17,1,UPI,Electronics Item 31,Electronics,18306,12965,SCustomer450,Female,26,Mumbai,Maharashtra,18306,5341
O00969,C307,P100,2026-06-03,1,UPI,Home Appliance Item 100,Home Appliance,57759,48085,SCustomer307,Female,39,Mumbai,Maharashtra,57759,9674
O00970,C166,P179,2026-01-10,3,Cash,Sports Item 179,Sports,51819,37931,SCustomer166,Female,60,Chennai,Tamil Nadu,155457,41664
O00971,C460,P164,2025-10-18,2,Debit Card,Furniture Item 164,Furniture,24902,17513,ACustomer460,Male,33,Bengaluru,Karnataka,49804,14778
O00972,C204,P153,2025-08-25,5,Net Banking,Electronics Item 153,Electronics,26809,19464,ACustomer204,Male,24,Bengaluru,Karnataka,134045,36725
O00973,C090,P126,2025-04-24,5,Cash,Fashion Item 126,Fashion,51181,34936,ACustomer90,Male,36,Bengaluru,Karnataka,255905,81225
O00974,C250,P084,2025-12-14,5,Net Banking,Home Appliance Item 84,Home Appliance,22260,16800,SCustomer250,Female,46,Bengaluru,Karnataka,111300,27300
O00975,C254,P100,2025-10-02,3,Debit Card,Home Appliance Item 100,Home Appliance,57759,48085,ACustomer254,Male,48,Hyderabad,Telangana,173277,29022
O00976,C241,P116,2025-07-11,2,Cash,Sports Item 116,Sports,65035,47042,SCustomer241,Female,56,Hyderabad,Telangana,130070,35986
O00977,C462,P019,2025-01-03,4,Credit Card,Furniture Item 19,Furniture,56093,44571,ACustomer462,Male,37,Kochi,Kerala,224372,46088
O00978,C093,P098,2025-03-11,4,Cash,Sports Item 98,Sports,53649,43758,SCustomer93,Female,42,Bengaluru,Karnataka,214596,39564
O00979,C303,P160,2025-12-27,1,Cash,Home Appliance Item 160,Home Appliance,52097,43377,ACustomer303,Male,45,Chennai,Tamil Nadu,52097,8720
O00980,C016,P081,2026-06-02,2,Net Banking,Furniture Item 81,Furniture,44944,31368,SCustomer16,Female,53,Hyderabad,Telangana,89888,27152
O00981,C397,P016,2026-04-10,5,UPI,Fashion Item 16,Fashion,61802,49617,ACustomer397,Male,41,Mumbai,Maharashtra,309010,60925
O00982,C439,P089,2026-01-25,1,Cash,Home Appliance Item 89,Home Appliance,5024,3837,ACustomer439,Male,56,Mumbai,Maharashtra,5024,1187
O00983,C415,P044,2025-09-18,1,Cash,Electronics Item 44,Electronics,41496,27774,SCustomer415,Female,58,Bengaluru,Karnataka,41496,13722
O00984,C316,P186,2025-04-02,5,Cash,Fashion Item 186,Fashion,53335,40210,ACustomer316,Male,44,Hyderabad,Telangana,266675,65625
O00985,C473,P059,2025-02-26,5,Cash,Home Appliance Item 59,Home Appliance,42684,32315,ACustomer473,Male,25,Hyderabad,Telangana,213420,51845
O00986,C332,P007,2025-09-03,2,Net Banking,Sports Item 7,Sports,8586,5966,SCustomer332,Female,35,Mumbai,Maharashtra,17172,5240
O00987,C271,P025,2025-06-09,3,Net Banking,Home Appliance Item 25,Home Appliance,14790,10193,ACustomer271,Male,58,Kochi,Kerala,44370,13791
O00988,C291,P153,2025-11-16,2,Debit Card,Electronics Item 153,Electronics,26809,19464,SCustomer291,Female,34,Hyderabad,Telangana,53618,14690
O00989,C474,P011,2025-08-09,5,UPI,Electronics Item 11,Electronics,20870,16937,SCustomer474,Female,38,Bengaluru,Karnataka,104350,19665
O00990,C275,P142,2025-06-28,4,UPI,Home Appliance Item 142,Home Appliance,44772,30387,ACustomer275,Male,41,Bengaluru,Karnataka,179088,57540
O00991,C003,P194,2026-04-14,3,Cash,Electronics Item 194,Electronics,45472,33290,SCustomer3,Female,29,Mumbai,Maharashtra,136416,36546
O00992,C176,P079,2025-05-27,4,Cash,Fashion Item 79,Fashion,64533,47675,SCustomer176,Female,43,Bengaluru,Karnataka,258132,67432
O00993,C468,P056,2025-02-19,1,Cash,Sports Item 56,Sports,40795,33222,SCustomer468,Female,37,Mumbai,Maharashtra,40795,7573
O00994,C462,P138,2025-06-07,4,Net Banking,Books Item 138,Books,48786,34683,ACustomer462,Male,37,Kochi,Kerala,195144,56412
O00995,C458,P020,2025-08-28,2,Cash,Electronics Item 20,Electronics,50347,35949,ACustomer458,Male,47,Bengaluru,Karnataka,100694,28796
O00996,C008,P183,2025-11-03,5,UPI,Electronics Item 183,Electronics,27007,22387,SCustomer8,Female,51,Bengaluru,Karnataka,135035,23100
O00997,C069,P187,2025-05-02,3,Debit Card,Fashion Item 187,Fashion,27649,18759,ACustomer69,Male,22,Bengaluru,Karnataka,82947,26670
O00998,C119,P022,2025-10-26,2,Credit Card,Electronics Item 22,Electronics,49087,41653,ACustomer119,Male,49,Hyderabad,Telangana,98174,14868
O00999,C183,P017,2025-06-20,4,Cash,Sports Item 17,Sports,1169,1013,ACustomer183,Male,58,Mumbai,Maharashtra,4676,624
O01000,C387,P104,2025-09-06,5,Credit Card,Electronics Item 104,Electronics,4238,3409,SCustomer387,Female,59,Mumbai,Maharashtra,21190,4145
O01001,C182,P004,2025-06-12,3,UPI,Electronics Item 4,Electronics,52215,38246,ACustomer182,Male,37,Hyderabad,Telangana,156645,41907
O01002,C371,P188,2025-05-31,3,Credit Card,Electronics Item 188,Electronics,28767,21144,SCustomer371,Female,24,Chennai,Tamil Nadu,86301,22869
O01003,C230,P102,2025-02-15,5,Debit Card,Electronics Item 102,Electronics,62810,47762,ACustomer230,Male,53,Hyderabad,Telangana,314050,75240
O01004,C433,P176,2025-07-17,1,UPI,Furniture Item 176,Furniture,54128,43594,SCustomer433,Female,30,Kochi,Kerala,54128,10534
O01005,C067,P006,2025-01-06,5,Credit Card,Home Appliance Item 6,Home Appliance,26781,22887,SCustomer67,Female,51,Hyderabad,Telangana,133905,19470
O01006,C427,P060,2026-05-27,1,Cash,Electronics Item 60,Electronics,42496,34911,SCustomer427,Female,21,Bengaluru,Karnataka,42496,7585
O01007,C347,P164,2026-05-05,3,Net Banking,Furniture Item 164,Furniture,24902,17513,SCustomer347,Female,24,Hyderabad,Telangana,74706,22167
O01008,C481,P186,2026-02-25,2,UPI,Fashion Item 186,Fashion,53335,40210,SCustomer481,Female,38,Bengaluru,Karnataka,106670,26250
O01009,C262,P125,2025-07-31,1,Debit Card,Books Item 125,Books,9143,7196,SCustomer262,Female,30,Hyderabad,Telangana,9143,1947
O01010,C389,P120,2025-10-28,3,Cash,Books Item 120,Books,48356,37742,SCustomer389,Female,31,Bengaluru,Karnataka,145068,31842
O01011,C339,P124,2026-02-21,1,Credit Card,Sports Item 124,Sports,22110,17577,SCustomer339,Female,59,Mumbai,Maharashtra,22110,4533
O01012,C340,P048,2025-11-22,5,Net Banking,Books Item 48,Books,36646,28921,ACustomer340,Male,47,Hyderabad,Telangana,183230,38625
O01013,C291,P029,2025-04-26,1,Credit Card,Furniture Item 29,Furniture,13706,11330,SCustomer291,Female,34,Hyderabad,Telangana,13706,2376
O01014,C250,P134,2025-04-11,5,Cash,Sports Item 134,Sports,67125,47000,SCustomer250,Female,46,Bengaluru,Karnataka,335625,100625
O01015,C298,P045,2026-06-20,5,Debit Card,Furniture Item 45,Furniture,46833,38645,SCustomer298,Female,27,Kochi,Kerala,234165,40940
O01016,C494,P105,2025-04-18,5,Debit Card,Fashion Item 105,Fashion,22080,15092,ACustomer494,Male,47,Mumbai,Maharashtra,110400,34940
O01017,C087,P114,2025-03-09,1,Net Banking,Sports Item 114,Sports,36686,28813,ACustomer87,Male,39,Bengaluru,Karnataka,36686,7873
O01018,C499,P079,2026-01-24,1,Net Banking,Fashion Item 79,Fashion,64533,47675,SCustomer499,Female,43,Bengaluru,Karnataka,64533,16858
O01019,C442,P192,2025-01-12,4,UPI,Books Item 192,Books,1814,1234,ACustomer442,Male,31,Bengaluru,Karnataka,7256,2320
O01020,C366,P192,2025-09-07,3,Debit Card,Books Item 192,Books,1814,1234,SCustomer366,Female,43,Kochi,Kerala,5442,1740
O01021,C106,P116,2025-03-06,3,Cash,Sports Item 116,Sports,65035,47042,SCustomer106,Female,54,Kochi,Kerala,195105,53979
O01022,C389,P086,2025-01-31,2,Debit Card,Furniture Item 86,Furniture,2456,1806,SCustomer389,Female,31,Bengaluru,Karnataka,4912,1300
O01023,C029,P101,2025-12-06,5,Credit Card,Electronics Item 101,Electronics,38194,28293,SCustomer29,Female,40,Mumbai,Maharashtra,190970,49505
O01024,C483,P013,2025-10-26,2,Debit Card,Fashion Item 13,Fashion,13036,10795,SCustomer483,Female,38,Bengaluru,Karnataka,26072,4482
O01025,C466,P174,2025-09-27,5,UPI,Home Appliance Item 174,Home Appliance,72954,49847,ACustomer466,Male,28,Bengaluru,Karnataka,364770,115535
O01026,C093,P152,2026-03-11,1,Cash,Furniture Item 152,Furniture,64036,47845,SCustomer93,Female,42,Bengaluru,Karnataka,64036,16191
O01027,C119,P168,2026-06-25,1,Cash,Sports Item 168,Sports,37694,25671,ACustomer119,Male,49,Hyderabad,Telangana,37694,12023
O01028,C095,P075,2026-03-19,1,Net Banking,Fashion Item 75,Fashion,55059,38986,SCustomer95,Female,46,Mumbai,Maharashtra,55059,16073
O01029,C320,P182,2026-03-19,1,Debit Card,Home Appliance Item 182,Home Appliance,51560,41909,SCustomer320,Female,30,Mumbai,Maharashtra,51560,9651
O01030,C178,P042,2025-03-10,2,Cash,Furniture Item 42,Furniture,34725,27859,SCustomer178,Female,43,Mumbai,Maharashtra,69450,13732
O01031,C139,P049,2026-03-19,5,Credit Card,Home Appliance Item 49,Home Appliance,45351,39106,SCustomer139,Female,53,Chennai,Tamil Nadu,226755,31225
O01032,C495,P117,2025-02-08,2,Net Banking,Books Item 117,Books,45770,33651,SCustomer495,Female,49,Chennai,Tamil Nadu,91540,24238
O01033,C463,P014,2025-09-07,3,Net Banking,Furniture Item 14,Furniture,65327,44951,ACustomer463,Male,36,Hyderabad,Telangana,195981,61128
O01034,C135,P010,2025-02-19,2,Cash,Home Appliance Item 10,Home Appliance,749,554,SCustomer135,Female,25,Mumbai,Maharashtra,1498,390
O01035,C236,P138,2025-06-09,2,Debit Card,Books Item 138,Books,48786,34683,ACustomer236,Male,52,Chennai,Tamil Nadu,97572,28206
O01036,C001,P154,2025-04-23,4,UPI,Fashion Item 154,Fashion,46386,31245,SCustomer1,Female,53,Bengaluru,Karnataka,185544,60564
O01037,C391,P129,2026-03-17,2,Cash,Furniture Item 129,Furniture,42018,34624,ACustomer391,Male,23,Chennai,Tamil Nadu,84036,14788
O01038,C363,P018,2025-10-11,2,Debit Card,Furniture Item 18,Furniture,34017,28748,SCustomer363,Female,53,Chennai,Tamil Nadu,68034,10538
O01039,C081,P101,2025-09-02,4,UPI,Electronics Item 101,Electronics,38194,28293,ACustomer81,Male,42,Kochi,Kerala,152776,39604
O01040,C432,P155,2025-05-12,4,Cash,Fashion Item 155,Fashion,3570,2950,ACustomer432,Male,27,Kochi,Kerala,14280,2480
O01041,C172,P024,2026-03-30,4,UPI,Home Appliance Item 24,Home Appliance,21047,15561,ACustomer172,Male,25,Mumbai,Maharashtra,84188,21944
O01042,C269,P128,2025-07-04,1,Net Banking,Home Appliance Item 128,Home Appliance,11158,8369,SCustomer269,Female,36,Bengaluru,Karnataka,11158,2789
O01043,C302,P093,2025-07-08,5,UPI,Fashion Item 93,Fashion,5979,4487,SCustomer302,Female,32,Hyderabad,Telangana,29895,7460
O01044,C368,P096,2026-04-27,2,Net Banking,Home Appliance Item 96,Home Appliance,9302,6871,SCustomer368,Female,60,Hyderabad,Telangana,18604,4862
O01045,C274,P180,2025-06-26,1,Credit Card,Sports Item 180,Sports,57491,39364,ACustomer274,Male,39,Chennai,Tamil Nadu,57491,18127
O01046,C440,P056,2025-10-12,1,UPI,Sports Item 56,Sports,40795,33222,ACustomer440,Male,28,Hyderabad,Telangana,40795,7573
O01047,C310,P153,2025-02-15,5,UPI,Electronics Item 153,Electronics,26809,19464,SCustomer310,Female,22,Bengaluru,Karnataka,134045,36725
O01048,C306,P175,2025-02-16,1,UPI,Furniture Item 175,Furniture,8922,5991,ACustomer306,Male,29,Bengaluru,Karnataka,8922,2931
O01049,C206,P174,2026-05-01,5,Net Banking,Home Appliance Item 174,Home Appliance,72954,49847,SCustomer206,Female,45,Mumbai,Maharashtra,364770,115535
O01050,C436,P135,2025-02-14,3,UPI,Fashion Item 135,Fashion,11555,8643,SCustomer436,Female,22,Hyderabad,Telangana,34665,8736
O01051,C209,P028,2025-07-27,5,Debit Card,Sports Item 28,Sports,29717,22263,ACustomer209,Male,23,Hyderabad,Telangana,148585,37270
O01052,C295,P120,2026-04-23,5,UPI,Books Item 120,Books,48356,37742,SCustomer295,Female,59,Mumbai,Maharashtra,241780,53070
O01053,C153,P068,2026-01-26,5,Credit Card,Home Appliance Item 68,Home Appliance,9831,6768,SCustomer153,Female,56,Kochi,Kerala,49155,15315
O01054,C319,P093,2025-11-11,2,Net Banking,Fashion Item 93,Fashion,5979,4487,ACustomer319,Male,32,Kochi,Kerala,11958,2984
O01055,C344,P031,2025-09-16,2,Net Banking,Electronics Item 31,Electronics,18306,12965,ACustomer344,Male,53,Chennai,Tamil Nadu,36612,10682
O01056,C482,P091,2025-08-23,1,Net Banking,Electronics Item 91,Electronics,56070,41903,ACustomer482,Male,54,Bengaluru,Karnataka,56070,14167
O01057,C261,P135,2026-02-25,1,Net Banking,Fashion Item 135,Fashion,11555,8643,ACustomer261,Male,47,Mumbai,Maharashtra,11555,2912
O01058,C056,P095,2025-05-23,5,Credit Card,Electronics Item 95,Electronics,4099,3083,SCustomer56,Female,36,Mumbai,Maharashtra,20495,5080
O01059,C157,P154,2026-04-14,1,UPI,Fashion Item 154,Fashion,46386,31245,SCustomer157,Female,56,Hyderabad,Telangana,46386,15141
O01060,C396,P021,2025-03-15,3,UPI,Home Appliance Item 21,Home Appliance,52717,37938,SCustomer396,Female,50,Bengaluru,Karnataka,158151,44337
O01061,C055,P150,2025-10-30,2,Cash,Sports Item 150,Sports,13799,11541,ACustomer55,Male,52,Kochi,Kerala,27598,4516
O01062,C113,P190,2026-03-27,4,Cash,Fashion Item 190,Fashion,1747,1169,ACustomer113,Male,37,Bengaluru,Karnataka,6988,2312
O01063,C466,P191,2025-06-18,4,Credit Card,Electronics Item 191,Electronics,54647,44049,ACustomer466,Male,28,Bengaluru,Karnataka,218588,42392
O01064,C118,P122,2026-03-16,2,UPI,Sports Item 122,Sports,58505,46806,ACustomer118,Male,29,Bengaluru,Karnataka,117010,23398
O01065,C289,P040,2025-05-27,2,Credit Card,Sports Item 40,Sports,59534,42816,SCustomer289,Female,60,Chennai,Tamil Nadu,119068,33436
O01066,C149,P155,2025-08-10,2,UPI,Fashion Item 155,Fashion,3570,2950,SCustomer149,Female,33,Hyderabad,Telangana,7140,1240
O01067,C284,P086,2026-03-23,2,Credit Card,Furniture Item 86,Furniture,2456,1806,ACustomer284,Male,30,Bengaluru,Karnataka,4912,1300
O01068,C424,P063,2025-04-12,3,Net Banking,Electronics Item 63,Electronics,35226,28494,ACustomer424,Male,38,Chennai,Tamil Nadu,105678,20196
O01069,C282,P171,2025-12-30,2,Debit Card,Electronics Item 171,Electronics,37937,25860,ACustomer282,Male,41,Bengaluru,Karnataka,75874,24154
